date,hour,demand
2021-03-05,15,101.97214353932101
2021-03-05,16,103.36309967841444
2021-03-05,17,104.531090477818
2021-03-05,18,102.55189683582698
2021-03-05,19,99.89827165686467
2021-03-05,20,80.76967218106662
2021-03-05,21,75.30582078179413
2021-03-05,22,70.14729592453322
2021-03-05,23,65.96527393836779
2021-03-06,0,59.61674356411036
2021-03-06,1,59.19610407111993
2021-03-06,2,59.09515704554852
2021-03-06,4,54.021633760125695
2021-03-06,7,60.74963951241191
2021-03-06,8,62.12873536620337
2021-03-06,9,77.71685267443668
2021-03-06,10,97.06595830526297
2021-03-06,11,110.38316193626567
2021-03-06,12,121.16722507767375
2021-03-06,13,130.99803090324485
2021-03-06,14,127.47379728956774
2021-03-06,15,127.6690064041331
2021-03-06,16,122.13584617140147
2021-03-06,17,114.92953256633346
2021-03-06,18,117.85863142682439
2021-03-06,19,111.48896216286687
2021-03-06,20,86.04867057721631
2021-03-06,21,79.38323451583308
2021-03-06,22,68.14550837620587
2021-03-06,23,64.185486284575
2021-03-07,0,60.075435513196965
2021-03-07,1,59.53180516591645
2021-03-07,2,59.43085814034504
2021-03-07,3,55.79506336402223
2021-03-07,4,54.36392117862823
2021-03-07,5,54.2904779829392
2021-03-07,7,60.46815822541522
2021-03-07,8,62.02917981064782
2021-03-07,9,77.77908611809443
2021-03-07,10,93.08336256828889
2021-03-07,11,107.69820012427513
2021-03-07,12,111.19015087786882
2021-03-07,13,118.18286005292289
2021-03-07,14,110.93438548538634
2021-03-07,15,110.41438417472406
2021-03-07,16,107.30344703887117
2021-03-07,17,103.31894055612823
2021-03-07,18,106.1867045850586
2021-03-07,19,103.05994057881534
2021-03-07,20,81.74091796288057
2021-03-07,21,76.00558256578806
2021-03-07,22,67.91805645991981
2021-03-07,23,63.988687048941635
2021-03-08,0,54.65658581135488
2021-03-08,1,52.75042553076594
2021-03-08,2,52.76782812816853
2021-03-08,3,52.866782361880794
2021-03-08,4,52.359117400533485
2021-03-08,6,52.15165522316626
2021-03-08,7,66.61203792700731
2021-03-08,8,70.43259612855628
2021-03-08,9,73.56128529026923
2021-03-08,10,71.2126971296647
2021-03-08,11,75.73287021461579
2021-03-08,12,77.40362405113014
2021-03-08,13,77.16705439811652
2021-03-08,14,76.37181471842322
2021-03-08,15,76.81829234633004
2021-03-08,16,78.07864522657192
2021-03-08,17,84.2575652799164
2021-03-08,18,85.22054022234258
2021-03-08,19,82.72073373422059
2021-03-08,20,77.73642561596397
2021-03-08,21,67.23231947506416
2021-03-08,22,54.45489488725334
2021-03-08,23,54.864025097798944
2021-03-09,0,53.84970265182539
2021-03-09,1,53.15434344872493
2021-03-09,2,53.15434344872493
2021-03-09,3,53.25329768243719
2021-03-09,4,52.88489254102455
2021-03-09,5,52.460056817013154
2021-03-09,6,52.31064350183198
2021-03-09,7,67.36489018687584
2021-03-09,8,69.53256241564871
2021-03-09,9,72.01536457577576
2021-03-09,10,68.26497674226151
2021-03-09,11,72.40210915948937
2021-03-09,12,73.35347767167706
2021-03-09,13,73.60792709406849
2021-03-09,14,72.70874750065828
2021-03-09,15,72.64064539886758
2021-03-09,16,73.65658049557855
2021-03-09,17,83.89878214124153
2021-03-09,18,83.36950451614211
2021-03-09,19,79.612933315682
2021-03-09,20,77.29530575369695
2021-03-09,21,67.67450266509873
2021-03-09,22,58.20913157846271
2021-03-09,23,57.598967861139904
2021-03-10,0,54.34381480544662
2021-03-10,1,53.83659485052933
2021-03-10,2,53.83659485052933
2021-03-10,4,53.65735474835736
2021-03-10,6,52.782963360638476
2021-03-10,7,67.30524707606905
2021-03-10,8,69.32119626801534
2021-03-10,9,71.69651346187531
2021-03-10,10,67.79186667618808
2021-03-10,11,71.91200505151701
2021-03-10,12,72.6876945423078
2021-03-10,13,73.34798079401287
2021-03-10,14,72.3009188218447
2021-03-10,15,72.232816720054
2021-03-10,16,74.06054738959965
2021-03-10,17,85.2457422403842
2021-03-10,18,84.84734697288464
2021-03-10,19,81.38366936038915
2021-03-10,20,77.79323254288661
2021-03-10,21,69.37117486261585
2021-03-10,22,67.29615445408851
2021-03-10,23,63.39601132434386
2021-03-11,0,54.708597863196985
2021-03-11,2,54.10703013612193
2021-03-11,3,54.08117755271968
2021-03-11,4,53.80298321683545
2021-03-11,5,53.378147492824056
2021-03-11,6,53.25208415560154
2021-03-11,7,67.07284340542424
2021-03-11,8,69.28723542881914
2021-03-11,9,70.36792751811444
2021-03-11,10,69.13506835319878
2021-03-11,11,73.40578644096875
2021-03-11,12,73.9402568165428
2021-03-11,13,76.88342266192203
2021-03-11,14,75.83636068975386
2021-03-11,15,76.03924208363414
2021-03-11,16,77.58269996745446
2021-03-11,17,86.9718199333236
2021-03-11,18,84.49847995117244
2021-03-11,19,82.28866628241724
2021-03-11,20,78.07580500767119
2021-03-11,21,70.1657299865992
2021-03-11,22,69.13302930812748
2021-03-11,23,64.42656207334151
2021-03-12,0,56.63860617395039
2021-03-12,1,56.045504290761
2021-03-12,2,56.045504290761
2021-03-12,4,53.924013389637736
2021-03-12,5,53.213993693040415
2021-03-12,6,52.686750000166235
2021-03-12,7,65.124863718649
2021-03-12,8,67.01305856936604
2021-03-12,9,76.18345024043764
2021-03-12,10,89.8596544388053
2021-03-12,11,95.45821736179376
2021-03-12,12,97.18204999740034
2021-03-12,13,91.12752105852962
2021-03-12,14,90.41646320726981
2021-03-12,15,93.74645130812341
2021-03-12,16,96.51477284712323
2021-03-12,17,98.11875997343222
2021-03-12,18,95.98722777259383
2021-03-12,19,94.0835309104127
2021-03-12,20,79.41561829281923
2021-03-12,21,74.09028812123513
2021-03-12,22,70.10200856821137
2021-03-12,23,65.86797735938455
2021-03-13,0,59.43729902266665
2021-03-13,1,59.016659529676225
2021-03-13,2,58.91571250410481
2021-03-13,5,53.662046459147575
2021-03-13,6,52.674755658488436
2021-03-13,7,60.302188904748284
2021-03-13,8,61.78659308657535
2021-03-13,9,77.10101952670004
2021-03-13,10,95.54277950545658
2021-03-13,11,108.40613402961117
2021-03-13,12,117.92651433424818
2021-03-13,13,124.29836614871203
2021-03-13,14,121.48148859564095
2021-03-13,15,121.36876875852737
2021-03-13,16,116.64532277907993
2021-03-13,17,110.87306367059058
2021-03-13,18,112.90893067477911
2021-03-13,19,106.55107739248744
2021-03-13,20,84.68256348838571
2021-03-13,21,77.05881857639079
2021-03-13,22,68.40817504287253
2021-03-13,23,64.67897201140856
2021-03-14,0,59.84393864557999
2021-03-14,1,59.3003082982995
2021-03-14,2,59.199361272728076
2021-03-14,3,55.27742239111619
2021-03-14,5,54.004333877650126
2021-03-14,6,52.77987862261947
2021-03-14,7,60.020707617751604
2021-03-14,8,61.6870375310198
2021-03-14,9,76.6469203257297
2021-03-14,10,91.88829867927831
2021-03-14,11,107.66305985417328
2021-03-14,12,110.25888549105362
2021-03-14,13,111.80005007694554
2021-03-14,14,105.53856178828161
2021-03-14,15,104.94208115739002
2021-03-14,16,102.28213544349553
2021-03-14,17,99.71267316212095
2021-03-14,18,101.56916413510606
2021-03-14,19,98.05746286377538
2021-03-14,20,80.23529463061328
2021-03-14,21,74.73941430459348
2021-03-14,22,68.18072312658647
2021-03-14,23,64.48217277577518
2021-03-15,0,54.65658581135488
2021-03-15,1,52.75042553076594
2021-03-15,2,52.76782812816853
2021-03-15,4,52.1074478186719
2021-03-15,5,51.973847944818054
2021-03-15,6,51.617743957500906
2021-03-15,7,67.07602434111365
2021-03-15,8,70.97800336407288
2021-03-15,9,74.0070367141247
2021-03-15,10,71.2126971296647
2021-03-15,11,75.89003459675635
2021-03-15,12,77.82114745830363
2021-03-15,13,77.46753835896877
2021-03-15,14,76.67229867927549
2021-03-15,15,77.11877630718227
2021-03-15,16,78.37912918742417
2021-03-15,17,84.51382795225327
2021-03-15,18,85.15750386498013
2021-03-15,19,82.65769737685814
2021-03-15,20,76.82312616602027
2021-03-15,21,67.07424443087955
2021-03-15,22,55.05863126788226
2021-03-15,23,55.46776147842787
2021-03-16,0,53.993754236246666
2021-03-16,1,53.15434344872493
2021-03-16,2,53.15434344872493
2021-03-16,4,52.633222959162964
2021-03-16,5,52.499623085309125
2021-03-16,6,51.77673223616663
2021-03-16,7,67.854829336771
2021-03-16,8,69.83440128305799
2021-03-16,9,71.9880736055499
2021-03-16,10,68.17189540730237
2021-03-16,11,72.42301440663864
2021-03-16,12,73.63474194385928
2021-03-16,13,73.14193299367167
2021-03-16,14,72.24275340026146
2021-03-16,15,72.17465129847075
2021-03-16,16,73.19058639518174
2021-03-16,17,84.27742401379122
2021-03-16,18,83.91460307941459
2021-03-16,19,80.15803187895447
2021-03-16,20,76.38200630375323
2021-03-16,21,67.51642762091411
2021-03-16,22,58.61390866922326
2021-03-16,23,58.003744951900444
2021-03-17,0,54.48786638986788
2021-03-17,1,53.83659485052933
2021-03-17,2,53.83659485052933
2021-03-17,4,53.07338851577807
2021-03-17,5,52.939788641924224
2021-03-17,6,52.00280482697148
2021-03-17,7,67.60708594347834
2021-03-17,8,69.62303513542463
2021-03-17,9,71.66922249164944
2021-03-17,10,67.69878534122894
2021-03-17,11,71.9329102986663
2021-03-17,12,72.96895881449001
2021-03-17,13,72.88198669361604
2021-03-17,14,71.83492472144789
2021-03-17,15,71.76682261965719
2021-03-17,16,73.59455328920282
2021-03-17,17,85.6243841129339
2021-03-17,18,85.39244553615713
2021-03-17,19,81.92876792366162
2021-03-17,20,76.8799330929429
2021-03-17,21,69.30974035219175
2021-03-17,22,67.00432912273506
2021-03-17,23,63.52066127209726
2021-03-18,0,54.85264944761825
2021-03-18,1,54.10703013612193
2021-03-18,2,54.10703013612193
2021-03-18,4,53.21901698425615
2021-03-18,5,53.08541711040231
2021-03-18,6,52.47192562193453
2021-03-18,7,67.19099157112716
2021-03-18,8,69.40538359452205
2021-03-18,9,70.2337747211907
2021-03-18,10,68.86311449900239
2021-03-18,11,73.24781916888078
2021-03-18,12,73.86974924374955
2021-03-18,13,75.66503688183899
2021-03-18,14,74.61797490967082
2021-03-18,15,74.82085630355111
2021-03-18,16,76.36431418737143
2021-03-18,17,86.60783331315389
2021-03-18,18,84.96672137158778
2021-03-18,19,82.75690770283258
2021-03-18,20,77.16250555772748
2021-03-18,21,69.97964552842173
2021-03-18,22,68.71655402902061
2021-03-18,23,64.42656207334151
2021-03-19,0,56.78265775837166
2021-03-19,2,56.045504290761
2021-03-19,4,53.34004715705845
2021-03-19,5,52.92126331061868
2021-03-19,6,52.22169840296393
2021-03-19,7,65.33299201673412
2021-03-19,8,67.23279782236109
2021-03-19,9,74.92725606986644
2021-03-19,10,86.44923769027358
2021-03-19,11,91.15078611983424
2021-03-19,12,93.10772607460802
2021-03-19,13,90.25531535581963
2021-03-19,14,89.54425750455984
2021-03-19,15,92.45108208163069
2021-03-19,16,94.87649691325625
2021-03-19,17,96.48048403956524
2021-03-19,18,91.45436050036494
2021-03-19,19,91.4433838988618
2021-03-19,20,78.89962807248146
2021-03-19,21,74.16279767726851
2021-03-19,22,70.10200856821137
2021-03-19,23,66.23397557685335
2021-03-20,0,59.43729902266665
2021-03-20,1,59.016659529676225
2021-03-20,2,58.91571250410481
2021-03-20,5,53.36931607672584
2021-03-20,6,52.123654678570084
2021-03-20,7,60.510317202833434
2021-03-20,8,62.00633233957042
2021-03-20,9,76.60732465345107
2021-03-20,10,95.28696410265218
2021-03-20,11,108.03739774840474
2021-03-20,12,114.12341636213743
2021-03-20,13,118.16459895357889
2021-03-20,14,115.75484970295012
2021-03-20,15,114.01190809478885
2021-03-20,16,108.91630962334443
2021-03-20,17,105.35076490644919
2021-03-20,18,111.32617106060412
2021-03-20,19,105.01743879187627
2021-03-20,20,84.85537870063261
2021-03-20,21,77.34488103975634
2021-03-20,22,68.16708557678307
2021-03-20,23,64.8038807627879
2021-03-21,1,59.3003082982995
2021-03-21,2,59.199361272728076
2021-03-21,3,55.27742239111619
2021-03-21,5,53.71160349522839
2021-03-21,7,60.22883591583675
2021-03-21,8,61.906776784014866
2021-03-21,9,75.81760561777001
2021-03-21,10,90.08467721535214
2021-03-21,11,104.54754671635025
2021-03-21,12,105.92844345198854
2021-03-21,13,103.56744660842426
2021-03-21,14,97.35742746422372
2021-03-21,15,97.29134352476329
2021-03-21,16,92.29327019996343
2021-03-21,17,91.36162380888919
2021-03-21,18,97.80991884226606
2021-03-21,19,94.36741750823543
2021-03-21,20,80.40810984286017
2021-03-21,21,75.02547676795902
2021-03-21,22,67.93963366049701
2021-03-21,23,64.60708152715452
2021-03-22,0,54.55446045665406
2021-03-22,1,52.64830017606513
2021-03-22,2,52.66570277346772
2021-03-22,5,51.87172259011725
2021-03-22,6,51.59750393317183
2021-03-22,7,67.1887504864174
2021-03-22,8,70.97800336407288
2021-03-22,9,73.65319603252833
2021-03-22,10,72.22067211608852
2021-03-22,11,76.4216919259653
2021-03-22,12,77.16105309473716
2021-03-22,13,75.16215871249945
2021-03-22,14,74.36691903280615
2021-03-22,15,74.81339666071297
2021-03-22,16,76.04357885822392
2021-03-22,17,83.90763314319476
2021-03-22,18,85.15750386498013
2021-03-22,19,82.65769737685814
2021-03-22,21,67.21793506860004
2021-03-22,22,55.489789743135596
2021-03-22,23,55.89891995368121
2021-03-23,0,53.89162888154584
2021-03-23,1,53.05221809402412
2021-03-23,6,51.75649221183755
2021-03-23,7,67.96755548207476
2021-03-23,8,69.83440128305799
2021-03-23,9,71.19592123564185
2021-03-23,10,69.27295172868533
2021-03-23,11,73.09965581922111
2021-03-23,12,72.69964551182531
2021-03-23,13,71.59424758753214
2021-03-23,14,70.69506799412194
2021-03-23,15,70.62696589233123
2021-03-23,16,71.61273030631126
2021-03-23,17,84.02975791078397
2021-03-23,18,83.78377655575099
2021-03-23,19,80.02720535529087
2021-03-23,20,76.52569694147371
2021-03-23,21,67.6601182586346
2021-03-23,22,59.0450671444766
2021-03-23,23,58.434903427153785
2021-03-24,0,54.14262784795902
2021-03-24,2,53.49135630862047
2021-03-24,5,52.59455010001537
2021-03-24,6,51.89651541992635
2021-03-24,7,67.71981208878209
2021-03-24,8,69.62303513542463
2021-03-24,9,70.8770701217414
2021-03-24,11,72.60955171124877
2021-03-24,12,72.05365843624585
2021-03-24,13,71.35409734126631
2021-03-24,14,70.45491774785611
2021-03-24,15,70.38681564606541
2021-03-24,16,72.18437563288012
2021-03-24,17,85.37671800992666
2021-03-24,18,85.26161901249353
2021-03-24,19,81.79794139999802
2021-03-24,20,77.0236237306634
2021-03-24,21,69.07396046044173
2021-03-24,22,66.62485859326452
2021-03-24,23,63.14119074262673
2021-03-25,0,54.5721549430876
2021-03-25,1,53.826535631591284
2021-03-25,2,53.826535631591284
2021-03-25,5,52.80492260587167
2021-03-25,6,52.25291006958565
2021-03-25,7,67.19099157112716
2021-03-25,8,69.40538359452205
2021-03-25,9,68.7320933096012
2021-03-25,10,68.98160268875331
2021-03-25,11,72.49278492954362
2021-03-25,12,71.77783972717299
2021-03-25,13,74.27270023105348
2021-03-25,14,73.37352063764327
2021-03-25,15,73.57640203152357
2021-03-25,16,75.20171318838692
2021-03-25,17,86.36016721014664
2021-03-25,18,84.78849497579913
2021-03-25,19,82.35770360550018
2021-03-25,20,77.63327414734952
2021-03-25,21,69.62324446933171
2021-03-25,22,68.33708349955009
2021-03-25,23,64.04709154387099
2021-03-26,0,56.49233864324885
2021-03-26,1,55.75518517563818
2021-03-26,2,55.75518517563818
2021-03-26,5,52.630944195495864
2021-03-26,6,52.002682850615045
2021-03-26,7,65.33299201673412
2021-03-26,8,67.23279782236109
2021-03-26,9,73.76474538179674
2021-03-26,10,86.21105856804542
2021-03-26,11,89.81110469922876
2021-03-26,12,91.42375172470962
2021-03-26,13,89.81219993812138
2021-03-26,14,89.10114208686159
2021-03-26,15,92.00796666393244
2021-03-26,16,94.91895312090233
2021-03-26,17,96.60321131229252
2021-03-26,18,89.7497800898605
2021-03-26,19,89.3890770677473
2021-03-26,20,77.6094424788262
2021-03-26,21,72.87261208361326
2021-03-26,22,70.10200856821137
2021-03-26,23,66.23397557685335
2021-03-27,0,58.99343340880103
2021-03-27,1,58.57279391581061
2021-03-27,2,58.47184689023919
2021-03-27,3,55.47310773015591
2021-03-27,4,53.53970109181927
2021-03-27,6,52.305534843859334
2021-03-27,7,61.556742046332715
2021-03-27,8,63.0527571830697
2021-03-27,9,75.66425415252344
2021-03-27,10,94.82715371148102
2021-03-27,11,107.5412596779452
2021-03-27,12,110.05451785632705
2021-03-27,13,114.78202864423848
2021-03-27,14,112.84403882301619
2021-03-27,15,109.88369093016983
2021-03-27,16,106.25099877995675
2021-03-27,17,103.27771482754929
2021-03-27,18,107.7449518783224
2021-03-27,19,101.56289474205194
2021-03-27,20,83.79489925887628
2021-03-27,21,76.99154193294757
2021-03-27,22,67.55421157359325
2021-03-27,23,64.1910067595981
2021-03-28,0,59.78285321449455
2021-03-28,1,59.23922286721406
2021-03-28,2,59.138275841642646
2021-03-28,3,55.513249444321886
2021-03-28,4,53.76309157539442
2021-03-28,5,53.81134908603683
2021-03-28,7,61.15636382440864
2021-03-28,8,62.83430469258676
2021-03-28,9,74.87453511684234
2021-03-28,10,90.1961571271103
2021-03-28,11,104.15531283597029
2021-03-28,12,105.93122159205703
2021-03-28,13,98.57813074697867
2021-03-28,14,94.55905061093218
2021-03-28,15,94.49296667147175
2021-03-28,16,89.05190889252599
2021-03-28,17,88.43659795121897
2021-03-28,18,98.62933346994656
2021-03-28,19,94.55787452698043
2021-03-28,20,79.8275082535146
2021-03-28,21,74.32013965915225
2021-03-28,22,67.32675965730719
2021-03-28,23,63.99420752396472
2021-03-29,0,54.3836641166562
2021-03-29,2,52.218147775461205
2021-03-29,3,52.02586615901593
2021-03-29,4,51.83452612397323
2021-03-29,5,51.70092625011938
2021-03-29,6,52.159571619814244
2021-03-29,7,67.74840892067755
2021-03-29,8,71.09247585652507
2021-03-29,9,73.68341165489419
2021-03-29,10,71.43139430466731
2021-03-29,11,74.64314290866542
2021-03-29,12,75.21682022434365
2021-03-29,13,74.21966837566382
2021-03-29,14,73.79825567544269
2021-03-29,15,74.24473330334948
2021-03-29,16,75.5869394566344
2021-03-29,17,83.87916898985397
2021-03-29,18,84.77315377109437
2021-03-29,19,82.05236958142864
2021-03-29,20,76.26174770331285
2021-03-29,21,66.38565925190814
2021-03-29,22,55.689467326829956
2021-03-29,23,56.09859753737557
2021-03-30,0,53.720832541547985
2021-03-30,2,52.88142175402626
2021-03-30,6,52.201037433781636
2021-03-30,7,68.5272139163349
2021-03-30,8,69.94887377551018
2021-03-30,9,71.2261368580077
2021-03-30,10,68.48367391726413
2021-03-30,11,71.2134457700326
2021-03-30,12,71.26298276041642
2021-03-30,13,70.64364555149932
2021-03-30,14,70.11829293756125
2021-03-30,15,70.05019083577054
2021-03-30,16,71.14797920552455
2021-03-30,17,84.14263354761515
2021-03-30,18,83.67159277570079
2021-03-30,19,79.65868670384582
2021-03-30,20,75.82062784104582
2021-03-30,21,67.45208486618513
2021-03-30,22,59.63422430656359
2021-03-30,23,59.024060589240776
2021-03-31,1,53.53800855282529
2021-03-31,2,53.53800855282529
2021-03-31,5,52.64120234422019
2021-03-31,6,52.75187978835606
2021-03-31,7,68.63651708121247
2021-03-31,8,69.949756681699
2021-03-31,9,70.91336201441383
2021-03-31,10,68.01056385119068
2021-03-31,11,70.72334166206025
2021-03-31,12,70.61699568483698
2021-03-31,13,70.40349530523349
2021-03-31,14,69.87814269129542
2021-03-31,15,69.81004058950472
2021-03-31,16,71.71962453209339
2021-03-31,17,85.27801449315282
2021-03-31,18,85.14581647179013
2021-03-31,19,81.42580398789978
2021-03-31,20,76.31855463023548
2021-03-31,21,68.38276694595964
2021-03-31,22,66.03166495516808
2021-03-31,23,62.83405557598531
2021-04-01,0,53.246815147010096
2021-04-01,1,52.38891373177599
2021-04-01,2,52.38891373177599
2021-04-01,6,52.454956176708954
2021-04-01,7,68.45389932248825
2021-04-01,8,71.06221818301054
2021-04-01,9,70.8606906380487
2021-04-01,10,70.25333478696166
2021-04-01,11,73.44762657240076
2021-04-01,12,73.73892121524156
2021-04-01,13,73.9054083210359
2021-04-01,14,73.38005570709784
2021-04-01,15,73.65103920276883
2021-04-01,16,76.00931537553832
2021-04-01,17,88.4455869833215
2021-04-01,18,87.0766657756849
2021-04-01,19,84.21133889741414
2021-04-01,20,77.7858224086959
2021-04-01,21,70.92333492599072
2021-04-01,22,65.55283702478948
2021-04-01,23,63.12480473258958
2021-04-02,0,56.352784210577845
2021-04-02,2,55.615630742967184
2021-04-02,5,51.514614540921976
2021-04-02,6,52.077951682225304
2021-04-02,7,67.72065880206658
2021-04-02,8,69.63501980965789
2021-04-02,9,74.68541881937702
2021-04-02,10,84.20753033444622
2021-04-02,11,89.12158418525475
2021-04-02,12,89.47842825537741
2021-04-02,13,85.12557892594783
2021-04-02,14,84.84109450126147
2021-04-02,15,87.8442866949159
2021-04-02,16,91.49026044294394
2021-04-02,17,92.99205551747292
2021-04-02,18,89.14994486963897
2021-04-02,19,89.6581758728646
2021-04-02,20,78.3294110760781
2021-04-02,21,73.86172657221725
2021-04-02,22,64.82440277434281
2021-04-02,23,62.301131502723976
2021-04-03,0,58.94631413012522
2021-04-03,1,58.551085246545036
2021-04-03,2,58.47412368969593
2021-04-03,3,55.65897122622083
2021-04-03,5,53.103372000898275
2021-04-03,6,52.45110336960988
2021-04-03,7,64.42901720638999
2021-04-03,8,65.3164464214569
2021-04-03,9,77.36250331576456
2021-04-03,10,96.4674301452109
2021-04-03,11,107.2472993230373
2021-04-03,12,108.75930860269321
2021-04-03,13,115.6941939765625
2021-04-03,14,113.12392883294629
2021-04-03,15,111.22579852247785
2021-04-03,16,107.713346469421
2021-04-03,17,102.04420783717447
2021-04-03,18,105.9062711211146
2021-04-03,19,102.91190106659927
2021-04-03,20,84.15237298265934
2021-04-03,21,77.90773825697245
2021-04-03,22,62.8439318718066
2021-04-03,23,60.50616871594319
2021-04-04,0,59.58053113263065
2021-04-04,1,59.06231139476039
2021-04-04,2,58.985349837911286
2021-04-04,3,55.91164632258196
2021-04-04,6,52.86474286590812
2021-04-04,7,64.3130564326046
2021-04-04,8,64.97260745754402
2021-04-04,9,76.6308521478099
2021-04-04,10,88.80635500683749
2021-04-04,11,98.2122773174616
2021-04-04,12,99.15688656471522
2021-04-04,13,93.96899625257679
2021-04-04,14,88.92963433627673
2021-04-04,15,89.04314832612
2021-04-04,16,83.1894510768831
2021-04-04,17,83.55711054163432
2021-04-04,18,93.36737988291915
2021-04-04,19,92.52963417534131
2021-04-04,20,79.11266391851522
2021-04-04,21,74.12168911672543
2021-04-04,22,62.533840626524835
2021-04-04,23,60.16921796652919
2021-04-05,0,53.76254912463809
2021-04-05,1,51.048542254074604
2021-04-05,2,50.78918619346855
2021-04-05,3,50.438797884668816
2021-04-05,5,50.147176445571425
2021-04-05,6,52.4977025201792
2021-04-05,7,68.93945560505385
2021-04-05,8,72.82148189020938
2021-04-05,9,73.36395775599108
2021-04-05,10,70.97565806744491
2021-04-05,11,74.15844719258027
2021-04-05,12,73.73148868585503
2021-04-05,13,73.57806985828678
2021-04-05,14,73.15665715806566
2021-04-05,15,73.67123688776316
2021-04-05,16,75.76788166944458
2021-04-05,17,85.85648004784443
2021-04-05,18,84.856939252577
2021-04-05,19,81.94228057692406
2021-04-05,20,74.65892200245345
2021-04-05,21,66.55975369273379
2021-04-05,22,54.9488385823446
2021-04-05,23,55.23634351079549
2021-04-06,0,52.86917352897599
2021-04-06,1,51.55769591793175
2021-04-06,2,51.55769591793175
2021-04-06,5,50.77818733196065
2021-04-06,6,52.539168334146595
2021-04-06,7,69.18598890579776
2021-04-06,8,71.63935520168951
2021-04-06,9,71.6653564433298
2021-04-06,10,69.1471342965596
2021-04-06,11,72.04965508027804
2021-04-06,12,71.29754815488043
2021-04-06,13,70.7947208866078
2021-04-06,14,70.26936827266974
2021-04-06,15,70.26936827266974
2021-04-06,16,71.38259286425217
2021-04-06,17,85.5119650700038
2021-04-06,18,83.51891857966415
2021-04-06,19,79.21186090765639
2021-04-06,20,74.51217993072142
2021-04-06,21,67.33778877234958
2021-04-06,22,57.602942698401726
2021-04-06,23,57.50476156133034
2021-04-07,2,52.12559300224294
